great_walk,seasonality,hut_or_campsite,measure,date,count
Milford Track - Great Walk,Seasonal,Mintaro Hut,BookedUnits,1/11/2005,1236
Milford Track - Great Walk,Seasonal,Mintaro Hut,Capacity,1/11/2005,1200
Rakiura Track - Great Walk,Year-round,Maori Beach Campsite,BookedUnits,1/11/2005,
Rakiura Track - Great Walk,Year-round,Maori Beach Campsite,Capacity,1/11/2005,
Rakiura Track - Great Walk,Year-round,North Arm Campsite,BookedUnits,1/11/2005,
Rakiura Track - Great Walk,Year-round,North Arm Campsite,Capacity,1/11/2005,
Rakiura Track - Great Walk,Year-round,North Arm Hut,BookedUnits,1/11/2005,
Rakiura Track - Great Walk,Year-round,North Arm Hut,Capacity,1/11/2005,
Rakiura Track - Great Walk,Year-round,Port William Campsite,BookedUnits,1/11/2005,
Rakiura Track - Great Walk,Year-round,Port William Campsite,Capacity,1/11/2005,
Rakiura Track - Great Walk,Year-round,Port William Hut,BookedUnits,1/11/2005,
Rakiura Track - Great Walk,Year-round,Port William Hut,Capacity,1/11/2005,
Routeburn Track - Great Walk,Seasonal,Lake Howden Hut,BookedUnits,1/11/2005,280
Routeburn Track - Great Walk,Seasonal,Lake Howden Hut,Capacity,1/11/2005,840
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Campsite,BookedUnits,1/11/2005,228
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Campsite,Capacity,1/11/2005,580
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Hut,BookedUnits,1/11/2005,960
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Hut,Capacity,1/11/2005,1500
Routeburn Track - Great Walk,Seasonal,Routeburn Falls Hut,BookedUnits,1/11/2005,994
Routeburn Track - Great Walk,Seasonal,Routeburn Falls Hut,Capacity,1/11/2005,1440
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Campsite,BookedUnits,1/11/2005,221
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Campsite,Capacity,1/11/2005,900
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Hut,BookedUnits,1/11/2005,124
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Hut,Capacity,1/11/2005,560
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Campsite,BookedUnits,1/11/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Campsite,Capacity,1/11/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Hut,BookedUnits,1/11/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Hut,Capacity,1/11/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Campsite,BookedUnits,1/11/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Campsite,Capacity,1/11/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Hut,BookedUnits,1/11/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Hut,Capacity,1/11/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Campsite,BookedUnits,1/11/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Campsite,Capacity,1/11/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Hut,BookedUnits,1/11/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Hut,Capacity,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,John Coull Campsite,BookedUnits,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,John Coull Campsite,Capacity,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,John Coull Hut,BookedUnits,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,John Coull Hut,Capacity,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Maharanui Campsite,BookedUnits,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Maharanui Campsite,Capacity,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Mangapapa Campsite,BookedUnits,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Mangapapa Campsite,Capacity,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Mangapurua Campsite,BookedUnits,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Mangapurua Campsite,Capacity,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Mangawaiiti Campsite,BookedUnits,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Mangawaiiti Campsite,Capacity,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Ngaporo Campsite,BookedUnits,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Ngaporo Campsite,Capacity,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Ohauora Campsite,BookedUnits,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Ohauora Campsite,Capacity,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Ohinepane Campsite,BookedUnits,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Ohinepane Campsite,Capacity,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Poukaria Campsite,BookedUnits,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Poukaria Campsite,Capacity,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Tieke Campsite,BookedUnits,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Tieke Campsite,Capacity,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Tieke Kainga Hut,BookedUnits,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Tieke Kainga Hut,Capacity,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Whakahoro Bunkroom,BookedUnits,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Whakahoro Bunkroom,Capacity,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Whakahoro Campsite,BookedUnits,1/11/2005,
Whanganui Journey - Great Walk,Seasonal,Whakahoro Campsite,Capacity,1/11/2005,
Abel Tasman Coast Track - Great Walk,Year-round,Akersten Bay Campsite,BookedUnits,1/12/2005,60
Abel Tasman Coast Track - Great Walk,Year-round,Akersten Bay Campsite,Capacity,1/12/2005,174
Abel Tasman Coast Track - Great Walk,Year-round,Anapai Bay Campsite,BookedUnits,1/12/2005,138
Abel Tasman Coast Track - Great Walk,Year-round,Anapai Bay Campsite,Capacity,1/12/2005,360
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Campsite,BookedUnits,1/12/2005,2014
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Campsite,Capacity,1/12/2005,3100
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Hut,BookedUnits,1/12/2005,740
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Hut,Capacity,1/12/2005,1054
Abel Tasman Coast Track - Great Walk,Year-round,Apple Tree Bay Campsite,BookedUnits,1/12/2005,205
Abel Tasman Coast Track - Great Walk,Year-round,Apple Tree Bay Campsite,Capacity,1/12/2005,930
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Campsite,BookedUnits,1/12/2005,534
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Campsite,Capacity,1/12/2005,1116
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Hut,BookedUnits,1/12/2005,593
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Hut,Capacity,1/12/2005,806
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Campsite,BookedUnits,1/12/2005,1538
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Campsite,Capacity,1/12/2005,2480
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Hut,BookedUnits,1/12/2005,846
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Hut,Capacity,1/12/2005,1054
Abel Tasman Coast Track - Great Walk,Year-round,Coquille Campsite,BookedUnits,1/12/2005,0
Abel Tasman Coast Track - Great Walk,Year-round,Coquille Campsite,Capacity,1/12/2005,372
Abel Tasman Coast Track - Great Walk,Year-round,Huffams Overflow Campsite,BookedUnits,1/12/2005,0
Abel Tasman Coast Track - Great Walk,Year-round,Huffams Overflow Campsite,Capacity,1/12/2005,310
Abel Tasman Coast Track - Great Walk,Year-round,Mosquito Bay Campsite (water access only),BookedUnits,1/12/2005,541
Abel Tasman Coast Track - Great Walk,Year-round,Mosquito Bay Campsite (water access only),Capacity,1/12/2005,1240
Abel Tasman Coast Track - Great Walk,Year-round,Mutton Cove Campsite,BookedUnits,1/12/2005,209
Abel Tasman Coast Track - Great Walk,Year-round,Mutton Cove Campsite,Capacity,1/12/2005,1200
Abel Tasman Coast Track - Great Walk,Year-round,Observation Beach Campsite,BookedUnits,1/12/2005,164
Abel Tasman Coast Track - Great Walk,Year-round,Observation Beach Campsite,Capacity,1/12/2005,336
Abel Tasman Coast Track - Great Walk,Year-round,Onetahuti Bay Campsite,BookedUnits,1/12/2005,563
Abel Tasman Coast Track - Great Walk,Year-round,Onetahuti Bay Campsite,Capacity,1/12/2005,1240
Abel Tasman Coast Track - Great Walk,Year-round,Te Pukatea Bay Campsite,BookedUnits,1/12/2005,386
Abel Tasman Coast Track - Great Walk,Year-round,Te Pukatea Bay Campsite,Capacity,1/12/2005,434
Abel Tasman Coast Track - Great Walk,Year-round,Tinline Campsite,BookedUnits,1/12/2005,84
Abel Tasman Coast Track - Great Walk,Year-round,Tinline Campsite,Capacity,1/12/2005,840
Abel Tasman Coast Track - Great Walk,Year-round,Tonga Quarry Campsite,BookedUnits,1/12/2005,212
Abel Tasman Coast Track - Great Walk,Year-round,Tonga Quarry Campsite,Capacity,1/12/2005,560
Abel Tasman Coast Track - Great Walk,Year-round,Torrent Bay Village Campsite,BookedUnits,1/12/2005,217
Abel Tasman Coast Track - Great Walk,Year-round,Torrent Bay Village Campsite,Capacity,1/12/2005,620
Abel Tasman Coast Track - Great Walk,Year-round,Totaranui Great Walk Campsite,BookedUnits,1/12/2005,323
Abel Tasman Coast Track - Great Walk,Year-round,Totaranui Great Walk Campsite,Capacity,1/12/2005,1160
Abel Tasman Coast Track - Great Walk,Year-round,Waiharakeke Bay Campsite,BookedUnits,1/12/2005,308
Abel Tasman Coast Track - Great Walk,Year-round,Waiharakeke Bay Campsite,Capacity,1/12/2005,620
Abel Tasman Coast Track - Great Walk,Year-round,Watering Cove Campsite,BookedUnits,1/12/2005,177
Abel Tasman Coast Track - Great Walk,Year-round,Watering Cove Campsite,Capacity,1/12/2005,310
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Bay Campsite,BookedUnits,1/12/2005,173
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Bay Campsite,Capacity,1/12/2005,1240
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Hut,BookedUnits,1/12/2005,336
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Hut,Capacity,1/12/2005,600
Heaphy Track - Great Walk,Year-round,Aorere Campsite,BookedUnits,1/12/2005,24
Heaphy Track - Great Walk,Year-round,Aorere Campsite,Capacity,1/12/2005,290
Heaphy Track - Great Walk,Year-round,Brown Campsite,BookedUnits,1/12/2005,28
Heaphy Track - Great Walk,Year-round,Brown Campsite,Capacity,1/12/2005,600
Heaphy Track - Great Walk,Year-round,Brown Hut,BookedUnits,1/12/2005,117
Heaphy Track - Great Walk,Year-round,Brown Hut,Capacity,1/12/2005,464
Heaphy Track - Great Walk,Year-round,Gouland Downs Campsite,BookedUnits,1/12/2005,33
Heaphy Track - Great Walk,Year-round,Gouland Downs Campsite,Capacity,1/12/2005,300
Heaphy Track - Great Walk,Year-round,Gouland Downs Hut,BookedUnits,1/12/2005,45
Heaphy Track - Great Walk,Year-round,Gouland Downs Hut,Capacity,1/12/2005,216
Heaphy Track - Great Walk,Year-round,Heaphy Campsite,BookedUnits,1/12/2005,125
Heaphy Track - Great Walk,Year-round,Heaphy Campsite,Capacity,1/12/2005,1160
Heaphy Track - Great Walk,Year-round,Heaphy Hut,BookedUnits,1/12/2005,428
Heaphy Track - Great Walk,Year-round,Heaphy Hut,Capacity,1/12/2005,992
Heaphy Track - Great Walk,Year-round,Katipo Creek Shelter Campsite,BookedUnits,1/12/2005,9
Heaphy Track - Great Walk,Year-round,Katipo Creek Shelter Campsite,Capacity,1/12/2005,290
Heaphy Track - Great Walk,Year-round,Lewis Hut,BookedUnits,1/12/2005,118
Heaphy Track - Great Walk,Year-round,Lewis Hut,Capacity,1/12/2005,520
Heaphy Track - Great Walk,Year-round,Mackay Campsite,BookedUnits,1/12/2005,77
Heaphy Track - Great Walk,Year-round,Mackay Campsite,Capacity,1/12/2005,240
Heaphy Track - Great Walk,Year-round,Mackay Hut,BookedUnits,1/12/2005,358
Heaphy Track - Great Walk,Year-round,Mackay Hut,Capacity,1/12/2005,868
Heaphy Track - Great Walk,Year-round,Perry Saddle Campsite,BookedUnits,1/12/2005,67
Heaphy Track - Great Walk,Year-round,Perry Saddle Campsite,Capacity,1/12/2005,270
Heaphy Track - Great Walk,Year-round,Perry Saddle Hut,BookedUnits,1/12/2005,408
Heaphy Track - Great Walk,Year-round,Perry Saddle Hut,Capacity,1/12/2005,840
Heaphy Track - Great Walk,Year-round,Saxon Campsite,BookedUnits,1/12/2005,37
Heaphy Track - Great Walk,Year-round,Saxon Campsite,Capacity,1/12/2005,260
Heaphy Track - Great Walk,Year-round,Saxon Hut,BookedUnits,1/12/2005,177
Heaphy Track - Great Walk,Year-round,Saxon Hut,Capacity,1/12/2005,464
Heaphy Track - Great Walk,Year-round,Scotts Beach Campsite,BookedUnits,1/12/2005,15
Heaphy Track - Great Walk,Year-round,Scotts Beach Campsite,Capacity,1/12/2005,600
Kepler Track - Great Walk,Seasonal,Brod Bay Campsite,BookedUnits,1/12/2005,137
Kepler Track - Great Walk,Seasonal,Brod Bay Campsite,Capacity,1/12/2005,870
Kepler Track - Great Walk,Seasonal,Iris Burn Campsite,BookedUnits,1/12/2005,266
Kepler Track - Great Walk,Seasonal,Iris Burn Campsite,Capacity,1/12/2005,930
Kepler Track - Great Walk,Seasonal,Iris Burn Hut,BookedUnits,1/12/2005,1133
Kepler Track - Great Walk,Seasonal,Iris Burn Hut,Capacity,1/12/2005,1550
Kepler Track - Great Walk,Seasonal,Luxmore Hut,BookedUnits,1/12/2005,1360
Kepler Track - Great Walk,Seasonal,Luxmore Hut,Capacity,1/12/2005,1674
Kepler Track - Great Walk,Seasonal,Moturau Hut,BookedUnits,1/12/2005,686
Kepler Track - Great Walk,Seasonal,Moturau Hut,Capacity,1/12/2005,1240
Lake Waikaremoana Track - Great Walk,Year-round,Korokoro Campsite,BookedUnits,1/12/2005,
Lake Waikaremoana Track - Great Walk,Year-round,Korokoro Campsite,Capacity,1/12/2005,
Lake Waikaremoana Track - Great Walk,Year-round,Marauiti Hut,BookedUnits,1/12/2005,
Lake Waikaremoana Track - Great Walk,Year-round,Marauiti Hut,Capacity,1/12/2005,
Lake Waikaremoana Track - Great Walk,Year-round,Maraunui Campsite,BookedUnits,1/12/2005,
Lake Waikaremoana Track - Great Walk,Year-round,Maraunui Campsite,Capacity,1/12/2005,
Lake Waikaremoana Track - Great Walk,Year-round,Panekire Hut,BookedUnits,1/12/2005,
Lake Waikaremoana Track - Great Walk,Year-round,Panekire Hut,Capacity,1/12/2005,
Lake Waikaremoana Track - Great Walk,Year-round,Tapuaenui campsite,BookedUnits,1/12/2005,
Lake Waikaremoana Track - Great Walk,Year-round,Tapuaenui campsite,Capacity,1/12/2005,
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru  Campsite,BookedUnits,1/12/2005,
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru  Campsite,Capacity,1/12/2005,
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru Hut,BookedUnits,1/12/2005,
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru Hut,Capacity,1/12/2005,
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Campsite,BookedUnits,1/12/2005,
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Campsite,Capacity,1/12/2005,
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Hut,BookedUnits,1/12/2005,
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Hut,Capacity,1/12/2005,
Lake Waikaremoana Track - Great Walk,Year-round,Whanganui Hut,BookedUnits,1/12/2005,
Lake Waikaremoana Track - Great Walk,Year-round,Whanganui Hut,Capacity,1/12/2005,
Milford Track - Great Walk,Seasonal,Clinton Hut,BookedUnits,1/12/2005,1324
Milford Track - Great Walk,Seasonal,Clinton Hut,Capacity,1/12/2005,1240
Milford Track - Great Walk,Seasonal,Dumpling Hut,BookedUnits,1/12/2005,1321
Milford Track - Great Walk,Seasonal,Dumpling Hut,Capacity,1/12/2005,1240
Milford Track - Great Walk,Seasonal,Mintaro Hut,BookedUnits,1/12/2005,1321
Milford Track - Great Walk,Seasonal,Mintaro Hut,Capacity,1/12/2005,1240
Rakiura Track - Great Walk,Year-round,Maori Beach Campsite,BookedUnits,1/12/2005,
Rakiura Track - Great Walk,Year-round,Maori Beach Campsite,Capacity,1/12/2005,
Rakiura Track - Great Walk,Year-round,North Arm Campsite,BookedUnits,1/12/2005,
Rakiura Track - Great Walk,Year-round,North Arm Campsite,Capacity,1/12/2005,
Rakiura Track - Great Walk,Year-round,North Arm Hut,BookedUnits,1/12/2005,
Rakiura Track - Great Walk,Year-round,North Arm Hut,Capacity,1/12/2005,
Rakiura Track - Great Walk,Year-round,Port William Campsite,BookedUnits,1/12/2005,
Rakiura Track - Great Walk,Year-round,Port William Campsite,Capacity,1/12/2005,
Rakiura Track - Great Walk,Year-round,Port William Hut,BookedUnits,1/12/2005,
Rakiura Track - Great Walk,Year-round,Port William Hut,Capacity,1/12/2005,
Routeburn Track - Great Walk,Seasonal,Lake Howden Hut,BookedUnits,1/12/2005,527
Routeburn Track - Great Walk,Seasonal,Lake Howden Hut,Capacity,1/12/2005,840
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Campsite,BookedUnits,1/12/2005,413
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Campsite,Capacity,1/12/2005,600
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Hut,BookedUnits,1/12/2005,1506
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Hut,Capacity,1/12/2005,1550
Routeburn Track - Great Walk,Seasonal,Routeburn Falls Hut,BookedUnits,1/12/2005,1437
Routeburn Track - Great Walk,Seasonal,Routeburn Falls Hut,Capacity,1/12/2005,1488
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Campsite,BookedUnits,1/12/2005,345
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Campsite,Capacity,1/12/2005,930
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Hut,BookedUnits,1/12/2005,300
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Hut,Capacity,1/12/2005,580
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Campsite,BookedUnits,1/12/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Campsite,Capacity,1/12/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Hut,BookedUnits,1/12/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Hut,Capacity,1/12/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Campsite,BookedUnits,1/12/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Campsite,Capacity,1/12/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Hut,BookedUnits,1/12/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Hut,Capacity,1/12/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Campsite,BookedUnits,1/12/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Campsite,Capacity,1/12/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Hut,BookedUnits,1/12/2005,
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Hut,Capacity,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,John Coull Campsite,BookedUnits,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,John Coull Campsite,Capacity,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,John Coull Hut,BookedUnits,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,John Coull Hut,Capacity,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Maharanui Campsite,BookedUnits,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Maharanui Campsite,Capacity,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Mangapapa Campsite,BookedUnits,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Mangapapa Campsite,Capacity,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Mangapurua Campsite,BookedUnits,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Mangapurua Campsite,Capacity,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Mangawaiiti Campsite,BookedUnits,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Mangawaiiti Campsite,Capacity,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Ngaporo Campsite,BookedUnits,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Ngaporo Campsite,Capacity,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Ohauora Campsite,BookedUnits,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Ohauora Campsite,Capacity,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Ohinepane Campsite,BookedUnits,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Ohinepane Campsite,Capacity,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Poukaria Campsite,BookedUnits,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Poukaria Campsite,Capacity,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Tieke Campsite,BookedUnits,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Tieke Campsite,Capacity,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Tieke Kainga Hut,BookedUnits,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Tieke Kainga Hut,Capacity,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Whakahoro Bunkroom,BookedUnits,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Whakahoro Bunkroom,Capacity,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Whakahoro Campsite,BookedUnits,1/12/2005,
Whanganui Journey - Great Walk,Seasonal,Whakahoro Campsite,Capacity,1/12/2005,
Abel Tasman Coast Track - Great Walk,Year-round,Akersten Bay Campsite,BookedUnits,1/01/2006,73
